age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
27.0,4,62363.016,13,-1,6,0,0,1,0.0,0.0,40.0,1,0
40.0,4,203153.33,2,2,7,1,0,0,0.0,0.0,40.0,1,0
37.0,4,192137.88,9,-1,3,2,0,1,0.0,0.0,50.0,1,0
24.0,4,171422.66,10,0,2,0,0,0,0.0,0.0,40.0,1,0
33.0,4,217883.89,7,0,6,0,1,0,0.0,0.0,60.0,1,0
44.0,5,193048.83,10,0,3,0,0,1,0.0,0.0,40.0,1,0
28.0,4,311641.34,13,2,3,1,0,0,0.0,0.0,48.0,1,0
22.752787,4,191098.22,8,0,1,3,1,0,0.0,0.0,45.0,1,0
37.0,4,255035.52,10,-1,3,0,0,1,0.0,0.0,60.0,1,0
33.0,4,151075.62,13,0,2,0,0,1,0.0,0.0,60.0,1,0
55.0,4,43192.434,10,2,3,1,0,1,0.0,0.0,40.0,1,0
44.0,1,182083.69,13,2,3,1,0,0,0.0,0.0,40.0,1,0
40.0,4,150194.03,10,2,3,1,1,0,0.0,0.0,40.0,1,0
57.0,2,55485.67,9,2,2,1,0,0,0.0,0.0,45.0,1,0
41.0,5,315346.56,9,2,3,1,0,0,0.0,0.0,40.0,1,0
54.0,4,254513.81,9,2,2,1,0,0,0.0,0.0,50.0,1,0
37.0,4,210183.36,9,2,7,1,0,0,0.0,0.0,40.0,1,0
48.0,4,130548.164,8,-1,2,2,0,0,0.0,0.0,45.0,1,0
39.0,2,151383.92,9,2,3,1,0,0,0.0,0.0,40.0,1,0
25.0,2,91532.02,10,0,2,3,0,1,0.0,0.0,40.0,1,0
55.0,1,311758.53,9,-1,3,2,0,0,0.0,0.0,40.0,1,0
31.0,4,455308.8,9,2,2,1,0,0,4485.0654,0.0,24.0,1,0
28.0,4,97776.12,13,0,7,0,0,0,0.0,2044.8848,40.0,1,0
31.0,4,68575.05,13,0,3,-1,0,1,0.0,0.0,20.0,1,0
44.0,4,134551.11,5,-1,2,2,0,0,0.0,0.0,40.0,1,0
28.0,4,574627.75,9,0,3,0,1,1,0.0,0.0,35.0,1,0
41.0,4,174246.25,9,-1,3,3,0,1,0.0,0.0,50.0,0,0
26.0,1,180742.9,13,0,6,3,0,0,0.0,0.0,40.0,1,0
28.0,4,233598.38,12,2,6,1,0,0,0.0,0.0,40.0,1,0
50.0,4,225125.48,7,-1,2,2,0,1,0.0,0.0,40.0,1,0
43.0,5,154050.12,4,0,1,0,0,0,0.0,0.0,40.0,0,0
28.0,4,76149.86,10,-1,3,2,0,1,0.0,0.0,40.0,0,0
37.0,4,293846.56,7,2,2,1,0,0,0.0,2001.56,50.0,1,1
33.0,4,121144.5,9,0,2,3,0,0,0.0,0.0,65.0,1,0
32.0,4,45161.65,9,0,3,0,0,1,0.0,0.0,40.0,1,0
46.0,4,178412.47,8,2,3,1,0,0,0.0,0.0,20.0,1,0
43.638416,4,316966.0,10,2,3,1,0,0,0.0,0.0,40.0,1,0
40.0,4,158413.19,9,0,6,0,0,0,0.0,0.0,45.200306,1,0
59.0,4,74847.875,10,-1,6,0,0,1,0.0,0.0,40.0,1,0
35.0,5,173089.44,6,2,6,1,0,0,0.0,0.0,55.0,1,0
25.0,2,80510.75,9,0,3,0,0,1,0.0,0.0,40.0,1,0
55.721104,4,188313.73,7,-1,5,0,0,0,0.0,0.0,40.0,1,0
34.0,4,117409.88,10,-1,4,2,0,1,0.0,0.0,50.0,1,0
30.0,4,30255.383,10,0,2,2,0,0,0.0,0.0,40.0,1,0
33.0,4,123989.88,9,0,3,0,-1,1,0.0,0.0,40.0,1,0
46.0,5,205188.17,14,1,3,0,-1,0,0.0,0.0,15.0,0,0
32.0,4,154366.44,9,2,2,1,0,1,0.0,0.0,40.0,1,0
42.0,4,27213.893,14,2,7,1,1,0,0.0,2191.785,40.0,1,1
24.0,5,281885.4,10,-1,2,0,0,1,0.0,0.0,40.0,1,0
27.0,4,229524.39,10,2,3,1,1,1,0.0,0.0,40.0,1,0
27.0,4,162132.23,10,2,3,1,0,0,0.0,0.0,30.0,1,0
19.0,4,173142.39,8,0,5,3,0,0,0.0,0.0,10.0,1,0
51.0,4,47164.062,13,2,7,1,0,0,0.0,0.0,40.0,1,1
22.0,4,197183.97,9,0,2,3,0,0,0.0,0.0,40.0,1,0
25.0,4,88868.39,10,2,1,1,0,0,0.0,0.0,52.0,1,0
34.0,4,233465.78,10,2,5,1,0,0,5756.0894,0.0,50.0,1,1
28.0,4,233826.61,11,0,6,0,0,1,0.0,0.0,35.0,1,0
23.0,4,56583.457,9,0,2,3,1,1,0.0,0.0,30.0,1,0
27.0,5,89477.11,9,2,2,1,0,0,0.0,0.0,40.0,1,0
41.0,4,122451.555,10,2,2,1,0,0,0.0,0.0,45.0,1,0
31.0,2,56109.254,14,2,2,1,0,0,0.0,0.0,40.0,1,0
28.0,4,184638.52,5,2,2,1,0,0,0.0,0.0,40.0,1,0
38.0,6,266415.72,10,2,6,1,0,0,0.0,0.0,70.0,1,0
60.0,6,94850.31,13,2,3,1,0,0,0.0,0.0,80.0,1,0
27.0,3,104432.516,13,0,7,0,-1,0,0.0,0.0,40.0,1,0
32.33971,4,97462.88,6,2,6,1,0,0,0.0,0.0,60.0,1,0
17.0,4,106876.14,7,0,3,3,0,0,0.0,0.0,24.0,1,0
50.0,4,200863.1,6,2,3,1,0,0,0.0,0.0,40.0,1,0
25.0,4,99231.85,7,0,2,0,0,1,0.0,0.0,32.0,1,0
19.0998,4,186995.23,2,0,3,3,0,0,0.0,1894.2975,15.0,0,0
34.0,4,187676.83,9,0,2,2,-1,0,0.0,0.0,40.0,1,0
19.0,4,177951.8,7,0,2,3,1,0,0.0,0.0,16.0,1,0
24.0,4,320576.97,13,1,2,0,0,1,0.0,0.0,35.0,0,0
25.0,4,86917.66,2,0,2,0,-1,0,0.0,0.0,40.0,1,0
31.0,4,111272.27,4,-1,2,0,0,0,0.0,0.0,40.0,1,0
34.0,3,150375.77,13,-1,4,2,0,0,0.0,0.0,40.0,1,0
37.0,4,142937.98,9,2,2,1,0,1,0.0,0.0,20.078247,1,0
59.0,4,116339.69,9,-1,3,0,0,1,0.0,0.0,40.0,1,0
24.0,4,254256.16,6,0,3,3,0,0,0.0,0.0,30.0,1,0
39.0,2,104081.8,9,2,6,1,0,0,0.0,0.0,40.0,1,0
64.0,5,200011.83,9,2,7,1,0,1,0.0,0.0,30.0,1,0
60.0,4,318533.03,9,2,2,1,0,1,0.0,0.0,15.0,1,0
40.0,4,154262.7,11,2,3,1,-1,0,0.0,0.0,40.0,0,0
37.0,5,86681.195,9,-1,2,0,0,1,0.0,0.0,45.0,1,0
62.0,4,322264.6,9,2,3,1,0,0,0.0,0.0,40.0,1,0
24.0,4,144151.11,12,0,3,0,0,1,0.0,0.0,25.0,1,0
18.0,4,307275.84,9,0,2,3,0,1,0.0,0.0,40.0,1,0
62.354794,4,168857.36,14,2,3,1,0,0,0.0,0.0,20.0,1,0
22.0,4,115024.82,13,0,7,3,0,1,0.0,0.0,40.0,1,0
20.0,4,181950.44,9,0,1,3,-1,0,0.0,0.0,40.0,0,0
25.0,4,346985.44,13,0,3,0,0,0,0.0,0.0,40.0,1,0
65.0,5,214020.28,4,2,3,1,0,0,0.0,0.0,40.0,1,0
26.0,4,220734.75,9,2,3,1,0,0,0.0,0.0,40.0,1,0
18.0,4,274952.44,9,0,3,0,0,0,0.0,0.0,40.0,1,0
33.0,4,75116.81,10,-1,2,2,0,0,0.0,0.0,50.0,1,0
23.0,2,143089.56,15,0,5,0,0,1,0.0,0.0,20.0,1,0
20.0,4,192019.05,13,0,2,0,0,0,0.0,0.0,40.0,1,0
32.0,5,54149.016,10,2,2,1,0,0,0.0,0.0,40.0,1,0
51.0,4,144178.53,9,2,2,1,0,0,0.0,0.0,40.0,1,0
49.0,4,57629.836,9,2,3,1,0,0,0.0,0.0,46.26442,1,0
21.0,4,208160.03,10,0,3,2,0,1,0.0,0.0,40.0,1,0
54.0,6,25163.678,12,2,2,1,0,0,0.0,0.0,40.0,1,0
30.0,4,234042.94,9,0,3,3,0,0,4008.5815,0.0,40.0,1,0
23.0,4,363133.16,9,0,2,-1,0,1,0.0,0.0,30.0,0,0
65.0,3,177274.8,9,2,2,1,0,1,0.0,0.0,40.0,1,0
33.0,4,228035.03,9,2,2,1,0,0,0.0,0.0,40.0,1,0
55.0,5,447441.22,9,-1,2,0,0,1,0.0,0.0,40.0,1,0
39.0,4,41615.758,12,2,1,1,-1,0,0.0,0.0,50.0,1,0
27.0,4,306960.94,12,0,6,0,0,1,0.0,0.0,50.0,0,0
22.0,4,105449.89,9,0,6,3,0,0,0.0,0.0,40.0,1,0
55.0,4,39545.547,14,2,7,1,0,0,0.0,0.0,40.0,1,0
42.0,3,347709.06,7,2,2,1,0,0,0.0,0.0,40.0,1,0
20.0,1,287959.12,8,0,2,3,0,0,0.0,0.0,25.0,1,0
21.0,4,297124.1,9,0,5,3,0,0,0.0,0.0,25.0,1,0
23.0,4,201617.25,9,0,6,3,0,1,0.0,0.0,40.0,1,0
27.0,4,96255.23,9,2,1,1,0,0,4069.703,0.0,20.0,1,0
35.0,4,214766.58,11,0,6,2,0,1,0.0,0.0,40.0,1,0
28.0,4,135231.86,9,0,2,0,0,0,0.0,0.0,40.0,1,0
18.0,4,193645.53,6,0,2,3,1,1,0.0,0.0,20.0,1,0
39.0,4,215047.02,10,-1,3,2,0,1,0.0,0.0,40.0,1,0
38.0,4,31604.432,7,0,3,0,1,0,0.0,0.0,40.0,1,0
43.0,4,227844.27,11,2,2,1,0,0,0.0,0.0,40.0,1,0
30.0,4,236414.58,8,2,3,1,0,1,0.0,0.0,40.0,1,0
35.0,4,211251.16,9,2,3,1,0,0,0.0,0.0,40.0,1,0
41.0,4,249689.47,10,0,3,0,0,1,0.0,0.0,45.0,0,0
19.0,4,23830.004,9,0,2,3,0,1,0.0,0.0,40.0,1,0
40.0,4,114727.71,10,2,2,1,0,0,0.0,0.0,40.0,1,0
18.0,4,77576.016,9,0,3,3,0,0,0.0,0.0,40.0,1,0
51.0,4,243770.58,9,-1,6,0,0,1,0.0,0.0,60.0,1,0
26.205364,4,114818.33,10,0,6,0,0,0,0.0,0.0,40.0,1,0
31.0,4,200018.0,8,2,6,1,0,0,0.0,0.0,45.0,1,0
27.0,4,350808.06,8,0,3,2,0,1,0.0,0.0,40.0,1,0
36.0,4,33333.793,9,-1,3,0,0,1,0.0,0.0,40.0,1,0
32.0,4,363742.03,4,0,3,0,0,1,0.0,0.0,30.0,1,0
20.0,4,45919.57,9,0,2,3,0,0,0.0,0.0,20.0,1,0
37.0,6,172924.45,10,2,3,1,0,0,0.0,0.0,45.0,1,0
63.0,4,151281.25,4,2,2,1,0,0,0.0,0.0,40.0,1,0
38.0,4,173070.67,9,0,3,0,0,0,0.0,0.0,45.0,0,0
51.0,6,91198.164,10,2,6,1,1,0,0.0,0.0,54.051716,1,0
38.0,4,271690.0,8,-1,2,3,0,0,0.0,0.0,15.359308,1,0
25.0,4,139887.08,9,2,6,1,0,0,0.0,0.0,40.0,1,0
53.987926,4,204417.78,9,-1,7,2,0,1,0.0,0.0,40.0,1,0
26.0,4,54684.17,11,0,2,0,0,0,0.0,0.0,40.0,1,0
42.0,4,123441.31,8,2,2,1,0,0,0.0,0.0,30.0,1,0
57.0,4,48394.85,9,2,6,1,0,0,0.0,0.0,40.0,1,1
43.0,4,214013.45,9,2,7,1,1,0,0.0,0.0,40.0,1,0
41.0,4,187694.88,9,-1,3,0,0,1,0.0,0.0,20.0,1,0
28.13877,4,128719.34,10,0,3,3,0,0,0.0,0.0,40.0,1,0
52.0,4,261832.8,7,2,2,1,0,0,0.0,0.0,25.0,1,0
34.0,4,192955.5,4,2,2,1,-1,0,0.0,0.0,20.0,1,0
31.0,4,502904.75,10,0,3,0,0,0,0.0,0.0,40.0,1,0
47.0,4,147647.19,10,0,3,1,1,1,0.0,0.0,40.0,1,0
42.0,4,208694.05,6,2,2,1,0,0,0.0,0.0,40.0,1,0
42.0,4,203851.36,10,-1,3,2,0,1,0.0,0.0,40.0,1,0
72.54673,4,77021.195,9,-1,3,2,0,1,0.0,0.0,40.0,1,0
41.0,4,219917.58,9,-1,7,0,0,1,0.0,0.0,40.0,1,0
32.0,4,105109.9,9,0,2,0,-1,0,0.0,0.0,42.0,1,0
18.0,4,117781.32,7,0,2,3,0,0,0.0,0.0,43.0,1,0
29.0,4,200178.33,14,-1,4,0,0,1,0.0,0.0,40.0,1,0
34.0,4,493630.88,9,2,2,1,0,0,0.0,0.0,40.0,1,0
17.0,4,154257.27,12,0,3,3,0,0,0.0,0.0,6.5831194,1,0
50.0,4,226119.5,13,2,6,1,0,0,0.0,0.0,40.0,1,0
38.0,5,30581.041,9,2,5,1,0,0,0.0,0.0,42.0,1,0
49.0,4,206866.25,13,-1,3,2,0,1,0.0,0.0,25.0,1,0
22.0,4,125741.1,10,-1,2,3,0,1,0.0,0.0,36.0,1,0
53.0,4,157784.25,13,0,3,-1,0,0,0.0,0.0,40.0,1,0
49.0,4,279382.3,5,2,3,1,0,0,0.0,0.0,37.0,1,0
69.0,5,31956.615,12,2,2,1,0,0,0.0,0.0,40.0,1,0
56.0,4,214379.7,9,-1,3,2,1,1,0.0,0.0,40.0,1,0
23.0,4,376845.88,9,0,3,0,0,0,0.0,0.0,40.0,1,0
27.0,4,56422.14,9,0,3,2,0,0,0.0,0.0,50.0,1,0
39.0,4,150044.67,10,2,3,1,0,0,0.0,0.0,45.0,1,0
23.0,4,156038.03,13,0,6,3,0,1,0.0,0.0,24.0,1,0
61.0,4,414778.16,11,-1,7,2,0,1,0.0,0.0,30.0,1,0
52.0,3,35548.97,9,2,2,1,0,0,0.0,0.0,20.0,1,0
25.0,4,54094.09,9,2,3,1,0,1,0.0,0.0,20.0,1,0
34.0,4,350734.72,9,2,3,1,-1,0,0.0,0.0,40.0,1,0
54.0,4,204923.42,12,-1,3,2,0,1,0.0,0.0,40.0,1,0
40.0,2,18102.418,6,2,7,1,-1,0,0.0,0.0,40.0,1,0
51.0,4,398465.97,10,0,7,0,1,1,3325.0,0.0,40.0,0,0
35.0,4,181258.03,11,2,3,1,0,0,0.0,0.0,40.0,1,0
60.0,4,67353.44,9,2,2,1,0,0,0.0,0.0,25.0,1,0
40.0,5,27160.53,9,2,2,1,0,0,0.0,0.0,94.37271,1,0
32.0,4,200060.23,9,0,2,2,0,0,0.0,0.0,25.0,1,0
30.0,1,117978.266,9,2,3,1,0,0,0.0,0.0,48.0,1,0
38.0,4,172503.14,10,-1,3,0,0,0,0.0,0.0,40.0,1,0
20.0,4,175042.42,9,0,2,3,-1,0,0.0,0.0,50.0,1,0
46.0,4,270651.4,13,2,2,1,0,0,2174.0,0.0,40.0,0,0
34.0,4,195916.33,9,2,2,1,-1,0,0.0,0.0,40.0,1,0
65.0,5,328787.25,4,0,1,0,0,0,0.0,0.0,25.0,1,0
23.0,3,457723.34,10,2,2,1,0,0,0.0,0.0,35.0,1,0
31.0,4,399183.62,4,2,2,1,0,0,0.0,0.0,35.0,1,0
38.0,4,350565.2,6,2,2,1,0,0,0.0,0.0,40.0,1,0
18.0,4,152664.9,10,0,3,3,0,0,0.0,0.0,10.0,1,0
23.0,4,140921.8,9,0,3,3,0,1,0.0,0.0,35.0,1,0
26.0,3,258469.58,11,2,2,1,0,1,0.0,0.0,43.0,1,0
73.74087,5,75127.266,9,0,2,0,0,0,0.0,0.0,32.0,1,0
30.0,1,362085.53,9,2,5,1,0,0,0.0,0.0,35.0,1,0
39.0,4,108599.414,7,-1,2,0,-1,0,0.0,0.0,40.0,1,0
31.0,4,364261.7,13,0,3,0,0,1,0.0,0.0,40.0,1,0
24.0,4,118459.73,9,2,2,1,1,0,0.0,0.0,40.0,1,0
57.4197,1,196204.88,9,2,2,1,0,0,0.0,0.0,40.0,1,0
28.0,4,95774.63,5,2,3,1,0,0,0.0,0.0,40.0,1,0
58.0,4,311002.47,6,-1,3,-1,0,1,0.0,0.0,40.0,0,0
38.0,4,417858.47,9,-1,2,2,0,1,0.0,0.0,40.0,0,0
52.0,4,188210.86,13,-1,7,0,0,1,0.0,0.0,40.0,1,0
62.803173,4,262570.78,9,-1,6,0,-1,1,0.0,0.0,10.0,1,0
30.0,4,208338.33,9,2,3,1,0,0,0.0,0.0,70.0,1,0
30.0,4,40902.785,13,0,3,3,0,1,0.0,0.0,15.0,1,0
27.0,4,361633.84,10,0,2,3,1,0,0.0,0.0,40.0,1,0
29.0,4,143497.97,11,0,5,-1,0,1,0.0,0.0,25.0,1,0
56.0,1,114108.234,13,-1,7,0,0,0,0.0,0.0,25.0,1,0
35.0,4,342248.7,11,0,7,2,0,0,0.0,0.0,40.0,1,0
17.0,4,145233.81,6,0,2,3,0,1,0.0,0.0,20.0,1,0
23.0,4,217085.27,12,0,3,2,0,1,0.0,0.0,30.0,1,0
48.0,4,193741.31,9,2,3,1,0,0,0.0,0.0,40.0,1,0
21.0,6,34249.504,9,0,6,3,0,0,0.0,0.0,75.0,1,0
36.0,5,198530.95,9,2,2,1,0,0,0.0,0.0,99.0,1,0
46.0,4,160337.58,12,2,7,1,0,1,0.0,0.0,40.0,1,0
31.672903,4,186027.89,9,2,2,1,0,1,0.0,0.0,50.0,1,0
65.0,1,216192.39,3,2,3,1,-1,0,0.0,0.0,2.3763044,1,0
19.0,5,21790.229,13,0,1,3,0,0,0.0,0.0,23.603014,1,0
25.0,4,129267.51,8,2,4,1,0,0,0.0,0.0,40.0,1,0
44.988075,4,399867.66,3,-1,3,2,0,1,0.0,0.0,40.0,1,0
29.0,4,193022.0,12,0,2,3,1,0,0.0,0.0,79.295456,1,0
22.0,5,267557.94,9,0,2,3,0,0,0.0,0.0,40.0,1,0
39.0,4,223182.78,9,2,2,1,1,0,0.0,0.0,40.0,1,0
26.0,5,139720.25,13,0,7,0,0,1,0.0,1890.5493,40.0,1,0
53.0,5,192001.36,10,-1,3,0,0,0,0.0,0.0,60.0,1,0
20.0,4,173254.17,9,0,3,3,0,1,0.0,0.0,40.0,1,0
31.0,4,175002.64,9,-1,2,3,0,0,0.0,0.0,40.0,1,0
30.0,4,54147.81,11,0,2,3,0,0,0.0,0.0,40.0,1,0
46.0,4,204116.88,9,2,6,1,0,0,0.0,0.0,40.0,1,0
42.0,4,309536.75,9,-1,3,0,0,1,0.0,0.0,50.0,1,0
33.0,4,199953.62,9,2,3,1,0,1,0.0,0.0,40.0,1,0
17.0,2,340857.1,7,0,2,0,0,0,0.0,0.0,5.0090585,1,0
29.0,3,376047.66,11,0,2,0,0,1,0.0,0.0,40.0,1,0
17.0,4,115030.48,7,0,2,3,1,0,0.0,0.0,20.0,1,0
31.0,4,175138.08,9,0,3,3,0,0,0.0,0.0,40.0,1,0
35.0,4,115890.0,13,2,6,1,0,0,0.0,0.0,50.0,1,0
40.0,4,156140.97,10,2,1,1,0,0,0.0,0.0,80.0,1,0
25.0,4,55458.434,10,2,7,1,0,0,0.0,0.0,40.0,1,0
50.0,1,85897.375,6,2,6,1,0,0,0.0,0.0,50.0,1,0
38.0,2,73233.055,9,0,2,0,0,1,0.0,0.0,40.0,1,0
23.0,4,148250.7,10,0,3,0,0,0,0.0,0.0,45.0,1,0
32.0,4,260725.64,8,0,3,0,0,0,0.0,0.0,71.01614,0,0
71.0,3,184419.67,3,-1,3,2,0,1,0.0,0.0,40.0,1,0
60.0,5,85819.945,12,0,6,0,0,0,0.0,0.0,60.0,1,0
23.0,4,275930.5,7,0,2,2,0,0,0.0,0.0,40.0,1,0
42.0,4,180354.98,4,2,2,1,0,0,0.0,0.0,40.0,1,0
42.0,4,123869.74,13,0,3,0,0,0,0.0,0.0,45.0,1,0
37.0,4,184281.38,4,-1,7,0,0,0,0.0,0.0,40.0,1,0
19.815266,4,161181.8,9,0,2,3,0,0,0.0,0.0,45.213398,1,0
45.0,4,189026.3,14,2,6,1,0,0,0.0,0.0,55.0,1,0
28.0,4,214334.36,9,0,4,3,0,0,0.0,0.0,40.0,1,0
34.0,4,185819.14,10,0,3,0,0,0,0.0,0.0,40.0,1,0
40.0,4,433823.6,12,2,6,1,0,0,0.0,0.0,40.0,1,0
19.0,4,527772.6,12,0,2,0,0,1,0.0,0.0,24.0,1,0
31.0,1,45590.25,11,0,3,2,0,1,0.0,0.0,40.0,1,0
21.0,4,613763.5,13,0,2,3,0,0,0.0,0.0,40.0,1,0
52.0,1,291883.22,10,2,4,1,0,0,0.0,0.0,40.0,1,0
31.0,4,263683.56,9,-1,3,2,0,1,0.0,0.0,24.0,1,0
61.0,5,129592.58,7,2,6,1,0,0,0.0,0.0,40.0,1,0
20.0,4,167445.81,10,0,3,3,1,0,0.0,0.0,40.0,1,0
21.0,4,170179.55,12,0,7,3,-1,1,0.0,0.0,13.906008,1,0
45.0,4,64723.766,9,-1,2,2,-1,0,0.0,0.0,40.0,1,0
35.0,4,197570.28,3,2,2,1,0,0,0.0,0.0,45.0,1,0
25.0,4,196764.58,12,0,2,3,0,0,0.0,0.0,20.0,1,0
25.0,4,313336.5,5,2,2,1,0,0,0.0,0.0,40.0,1,0
19.0,4,164287.64,12,0,2,3,-1,1,0.0,0.0,15.0,0,0
47.0,4,292363.97,11,-1,2,0,1,0,0.0,0.0,40.0,1,0
22.0,4,244960.36,10,0,2,3,0,1,0.0,0.0,20.0,1,0
52.0,1,385695.5,10,-1,2,0,0,1,0.0,0.0,40.0,1,0
33.0,6,21191.514,9,2,3,1,0,0,0.0,0.0,55.0,1,0
41.0,4,172217.31,7,0,2,3,0,0,0.0,0.0,25.0,1,0
18.0,2,382567.7,9,0,2,3,0,0,0.0,0.0,40.0,1,0
40.0,5,295040.53,14,2,6,1,0,0,0.0,0.0,60.0,1,0
27.0,4,154890.66,10,0,3,3,0,0,0.0,0.0,20.0,1,0
30.0,4,322581.8,10,2,6,1,0,0,0.0,0.0,40.0,1,0
64.0,4,261167.03,16,2,7,1,1,0,0.0,0.0,20.0,1,0
33.0,4,331230.9,9,0,2,3,0,0,0.0,0.0,40.0,1,0
42.0,5,89295.89,9,0,2,0,0,1,3880.792,0.0,49.658844,1,0
33.0,4,151969.66,9,0,2,3,0,0,0.0,0.0,40.0,1,1
38.0,4,296945.25,9,-1,3,3,0,0,0.0,0.0,25.0,1,0
49.0,4,138707.92,13,-1,2,0,1,0,0.0,0.0,35.0,1,0
56.0,5,186747.2,9,2,6,1,0,0,0.0,0.0,18.0,1,0
58.0,4,102557.83,10,-1,3,2,1,1,0.0,0.0,30.0,1,0
34.0,4,316656.06,11,-1,1,0,0,0,0.0,0.0,40.0,1,0
27.0,4,178569.33,9,0,3,0,1,1,0.0,0.0,30.0,1,0
23.0,4,267789.66,11,0,2,0,0,0,0.0,0.0,40.0,1,0
28.0,4,95212.66,13,0,3,3,0,1,0.0,0.0,40.0,1,0
42.0,4,257067.42,13,2,3,1,0,0,0.0,0.0,55.0,1,0
27.0,4,152151.17,9,0,2,0,0,1,0.0,0.0,45.0,1,0
34.0,4,363690.2,10,2,3,1,0,0,0.0,0.0,40.0,1,0
32.0,4,87541.96,8,2,3,1,0,0,0.0,0.0,25.0,1,0
32.0,4,129061.836,9,2,7,1,0,0,0.0,0.0,40.0,1,0
40.0,4,277286.03,14,0,2,3,0,0,0.0,0.0,20.0,1,0
43.725945,4,181796.97,9,2,6,1,0,0,0.0,0.0,40.0,1,0
47.0,4,167506.06,9,-1,3,2,0,1,0.0,0.0,44.0,1,0
23.0,4,383926.06,2,0,1,-1,0,0,0.0,0.0,40.0,0,0
56.675385,4,294997.47,6,2,2,1,0,0,0.0,0.0,40.0,1,0
25.0,4,181729.34,9,0,3,2,1,1,0.0,0.0,40.0,1,0
25.0,4,605369.75,13,0,2,0,0,0,0.0,0.0,32.0,1,0
39.0,4,227478.28,11,-1,7,0,0,1,0.0,0.0,24.361553,0,0
51.0,4,104379.234,9,2,3,1,0,0,0.0,0.0,40.0,1,0
29.0,4,41939.7,13,1,2,2,0,0,0.0,0.0,40.0,1,0
27.0,4,324198.16,9,0,2,0,0,0,0.0,0.0,25.0,1,0
71.79205,6,121430.12,10,2,6,1,0,0,0.0,0.0,38.0,1,0
27.0,4,463655.56,6,2,7,1,0,0,0.0,0.0,60.0,1,0
25.0,4,149598.88,13,0,7,0,0,1,0.0,0.0,50.0,0,0
33.0,2,403002.1,9,-1,3,2,0,1,0.0,0.0,28.0,1,0
20.0,4,297362.84,9,0,3,-1,1,1,0.0,0.0,40.0,1,0
50.0,5,95794.52,5,-1,2,0,0,0,0.0,0.0,40.0,1,0
37.04952,4,207139.95,14,0,7,0,0,1,0.0,0.0,40.0,1,0
40.0,4,510116.78,10,2,2,1,0,1,0.0,0.0,40.0,0,0
34.0,4,234602.7,5,2,3,1,0,0,0.0,0.0,40.0,1,0
34.0,4,216366.22,9,1,2,0,0,0,0.0,0.0,40.0,1,0
42.0,4,169707.58,9,2,6,1,0,0,0.0,0.0,50.0,1,0
26.0,4,206646.25,9,0,2,2,0,1,0.0,0.0,40.0,1,0
39.0,1,247626.36,9,2,3,1,0,0,0.0,0.0,50.0,1,0
57.0,4,336478.5,7,2,2,1,1,0,0.0,0.0,50.327915,1,0
29.0,4,117518.02,13,2,3,1,0,0,3340.2886,0.0,40.0,1,0
29.0,2,387422.88,9,0,2,3,0,0,0.0,0.0,40.0,1,0
18.0,4,213256.05,8,0,7,3,0,1,0.0,0.0,15.0,1,0
43.0,4,391144.47,12,2,3,1,0,0,0.0,0.0,40.0,1,0
50.0,6,208966.38,9,2,6,1,0,0,0.0,0.0,99.0,1,0
42.0,1,86938.16,10,-1,1,0,0,0,0.0,0.0,40.0,1,0
46.0,4,162299.27,10,2,2,1,0,0,0.0,0.0,50.0,1,1
44.558075,6,118108.97,10,-1,6,0,0,0,0.0,0.0,48.871704,1,0
30.0,4,247751.14,9,0,6,2,1,0,0.0,0.0,27.0,1,0
43.0,1,274091.2,11,-1,5,-1,0,1,0.0,0.0,40.0,1,0
18.0,4,349663.66,6,0,3,3,0,0,0.0,0.0,40.0,1,0
37.0,4,264087.3,10,2,2,1,0,0,3707.2065,0.0,40.0,1,0
48.0,4,174721.55,9,2,3,1,0,0,0.0,0.0,40.0,1,0
23.0,2,24653.387,9,0,1,3,0,0,0.0,0.0,45.0,1,0
44.0,5,54897.14,9,2,1,1,0,0,0.0,0.0,66.062675,1,0
42.0,4,269447.6,13,0,2,3,0,1,0.0,0.0,40.0,0,0
33.0,4,200381.33,10,0,6,0,0,0,0.0,0.0,50.0,1,0
40.0,5,353344.12,3,2,2,1,0,0,0.0,0.0,40.0,1,0
20.0,4,97950.73,10,2,7,3,-1,0,0.0,0.0,40.0,1,0
28.0,4,30281.629,10,2,5,1,0,0,0.0,0.0,36.0,1,0
39.0,1,191228.97,9,-1,7,2,0,1,0.0,0.0,38.0,1,0
18.0,4,149817.34,9,0,2,3,0,0,0.0,0.0,24.0,1,0
33.0,5,152391.44,10,1,3,2,1,1,0.0,0.0,40.0,1,0
25.0,1,175956.92,10,0,3,3,0,0,0.0,0.0,40.0,0,0
40.0,4,143160.44,14,-1,7,2,0,1,0.0,0.0,40.0,1,0
33.0,2,39051.207,10,-1,3,2,-1,1,0.0,0.0,40.0,1,0
18.0,4,102032.44,10,0,3,3,0,1,0.0,0.0,10.077736,1,0
26.0,4,288445.06,10,0,2,2,0,0,0.0,0.0,40.0,1,0
33.0,5,202359.4,6,0,2,0,0,0,0.0,0.0,40.0,1,0
55.0,4,181358.89,9,2,3,1,0,1,0.0,0.0,40.0,1,0
36.0,1,198831.33,14,2,7,1,0,0,0.0,0.0,60.0,1,0
39.0,4,176128.98,9,2,7,1,0,1,0.0,0.0,45.0,1,0
